Campaign name,Ad Set Name,Ad name,Delivery status,Delivery level,Attribution setting,Result type,Results,Reach,Views,Frequency,Cost per result,Amount spent (GBP),Quality ranking,Engagement rate ranking,Conversion rate ranking,Impressions,"CPM (cost per 1,000 impressions)",Link clicks,CPC (cost per link click),CTR (link click-through rate),Clicks (all),CTR (all),CPC (all),Reporting starts,Reporting ends
CA Seniors - Family Helper - 1 ad set,AD 3 - 2,AD 2,not_delivering,ad,7-day click or 1-day view,Website registrations completed,2944,1688974,668317,1.70962075,10.6946841,31485.15,-,-,-,2887505,10.90392917,46517,0.67685255,1.61097557,59485,2.06008301,0.52929562,2021-12-08,2025-01-08
